,result,table,_time,x,y,z
,,0,2023-05-17T14:00:00.737Z,58,-21,4167
,,0,2023-05-17T14:00:00.757Z,27,-16,4119
,,0,2023-05-17T14:00:00.777Z,63,-30,4151
,,0,2023-05-17T14:00:00.797Z,70,-25,4138
,,0,2023-05-17T14:00:00.817Z,45,-23,4139
,,0,2023-05-17T14:00:00.837Z,65,-33,4144
,,0,2023-05-17T14:00:00.857Z,31,-43,4172
,,0,2023-05-17T14:00:00.877Z,50,-26,4154
,,0,2023-05-17T14:00:00.897Z,43,-39,4139
,,0,2023-05-17T14:00:00.917Z,55,-7,4117
,,0,2023-05-17T14:00:00.937Z,58,-21,4166
,,0,2023-05-17T14:00:00.957Z,64,-42,4126
,,0,2023-05-17T14:00:00.977Z,35,-27,4154
,,0,2023-05-17T14:00:00.997Z,48,-10,4131
,,0,2023-05-17T14:00:01.017Z,50,-13,4181
,,0,2023-05-17T14:00:01.037Z,50,-29,4171
,,0,2023-05-17T14:00:01.057Z,51,-19,4126
,,0,2023-05-17T14:00:01.077Z,49,-35,4167
,,0,2023-05-17T14:00:01.097Z,45,-27,4128
,,0,2023-05-17T14:00:01.117Z,54,-33,4144
,,0,2023-05-17T14:00:01.137Z,38,-48,4159
,,0,2023-05-17T14:00:01.157Z,46,-17,4182
,,0,2023-05-17T14:00:01.177Z,83,-24,4159
,,0,2023-05-17T14:00:01.197Z,53,-48,4151
,,0,2023-05-17T14:00:01.217Z,26,-33,4132
,,0,2023-05-17T14:00:01.237Z,49,-40,4094
,,0,2023-05-17T14:00:01.257Z,45,-29,4082
,,0,2023-05-17T14:00:01.277Z,38,-29,4096
,,0,2023-05-17T14:00:01.297Z,67,-51,4164
,,0,2023-05-17T14:00:01.317Z,57,-33,4169
,,0,2023-05-17T14:00:01.337Z,39,-17,4117
,,0,2023-05-17T14:00:01.357Z,38,-13,4170
,,0,2023-05-17T14:00:01.377Z,34,-35,4148
,,0,2023-05-17T14:00:01.397Z,16,-21,4132
,,0,2023-05-17T14:00:01.417Z,54,-34,4137
,,0,2023-05-17T14:00:01.437Z,43,-9,4155
,,0,2023-05-17T14:00:01.457Z,40,-8,4162
,,0,2023-05-17T14:00:01.477Z,64,-16,4158
,,0,2023-05-17T14:00:01.497Z,28,-36,4119
,,0,2023-05-17T14:00:01.517Z,63,-27,4127
,,0,2023-05-17T14:00:01.537Z,56,-34,4157
,,0,2023-05-17T14:00:01.557Z,53,-19,4160
,,0,2023-05-17T14:00:01.577Z,35,-18,4171
,,0,2023-05-17T14:00:01.597Z,53,-13,4134
,,0,2023-05-17T14:00:01.617Z,60,-62,4140
,,0,2023-05-17T14:00:01.637Z,51,-8,4116
,,0,2023-05-17T14:00:01.657Z,61,-34,4158
,,0,2023-05-17T14:00:01.677Z,54,-13,4159
,,0,2023-05-17T14:00:01.697Z,45,-13,4157
,,0,2023-05-17T14:00:01.717Z,72,-26,4149
,,0,2023-05-17T14:00:01.737Z,43,-46,4156
,,0,2023-05-17T14:00:01.757Z,58,-31,4115
,,0,2023-05-17T14:00:01.777Z,61,-22,4141
,,0,2023-05-17T14:00:01.797Z,44,-35,4133
,,0,2023-05-17T14:00:01.817Z,62,-43,4184
,,0,2023-05-17T14:00:01.837Z,53,-17,4153
,,0,2023-05-17T14:00:01.857Z,44,-17,4132
,,0,2023-05-17T14:00:01.877Z,26,-16,4156
,,0,2023-05-17T14:00:01.897Z,58,5,4160
,,0,2023-05-17T14:00:01.917Z,26,-39,4128
,,0,2023-05-17T14:00:01.937Z,45,-18,4109
,,0,2023-05-17T14:00:01.957Z,29,-16,4140
,,0,2023-05-17T14:00:01.977Z,43,-29,4128
,,0,2023-05-17T14:00:01.997Z,28,-40,4162
,,0,2023-05-17T14:00:02.017Z,41,-37,4201
,,0,2023-05-17T14:00:02.037Z,62,-17,4145
,,0,2023-05-17T14:00:02.057Z,47,-19,4179
,,0,2023-05-17T14:00:02.077Z,37,-26,4139
,,0,2023-05-17T14:00:02.097Z,73,-48,4112
,,0,2023-05-17T14:00:02.117Z,52,-25,4104
,,0,2023-05-17T14:00:02.137Z,52,-12,4150
,,0,2023-05-17T14:00:02.157Z,34,-40,4151
,,0,2023-05-17T14:00:02.177Z,43,-23,4155
,,0,2023-05-17T14:00:02.197Z,46,-29,4154
,,0,2023-05-17T14:00:02.217Z,54,-24,4163
,,0,2023-05-17T14:00:02.237Z,75,-42,4164
,,0,2023-05-17T14:00:02.257Z,55,2,4182
,,0,2023-05-17T14:00:02.277Z,55,-27,4127
,,0,2023-05-17T14:00:02.297Z,40,-17,4132
,,0,2023-05-17T14:00:02.317Z,55,-17,4134
,,0,2023-05-17T14:00:02.337Z,31,-25,4161
,,0,2023-05-17T14:00:02.357Z,28,-27,4145
,,0,2023-05-17T14:00:02.377Z,33,-21,4133
,,0,2023-05-17T14:00:02.397Z,42,-34,4148
,,0,2023-05-17T14:00:02.417Z,61,-34,4150
,,0,2023-05-17T14:00:02.437Z,20,-28,4127
,,0,2023-05-17T14:00:02.457Z,59,-27,4171
,,0,2023-05-17T14:00:02.477Z,56,-13,4142
,,0,2023-05-17T14:00:02.497Z,44,-34,4136
,,0,2023-05-17T14:00:02.517Z,73,-33,4173
,,0,2023-05-17T14:00:02.537Z,52,-16,4123
,,0,2023-05-17T14:00:02.557Z,40,-21,4135
,,0,2023-05-17T14:00:02.577Z,34,-14,4142
,,0,2023-05-17T14:00:02.597Z,40,-28,4140
,,0,2023-05-17T14:00:02.617Z,46,-37,4177
,,0,2023-05-17T14:00:02.637Z,30,-28,4131
,,0,2023-05-17T14:00:02.657Z,59,-28,4143
,,0,2023-05-17T14:00:02.677Z,59,-29,4170
,,0,2023-05-17T14:00:02.697Z,63,-29,4162
,,0,2023-05-17T14:00:02.717Z,51,2,4131
,,0,2023-05-17T14:00:02.737Z,58,-11,4152
,,0,2023-05-17T14:00:02.757Z,65,-27,4151
,,0,2023-05-17T14:00:02.777Z,54,-15,4157
,,0,2023-05-17T14:00:02.797Z,57,-33,4167
,,0,2023-05-17T14:00:02.817Z,50,-13,4154
,,0,2023-05-17T14:00:02.837Z,42,-28,4153
,,0,2023-05-17T14:00:02.857Z,57,-5,4137
,,0,2023-05-17T14:00:02.877Z,54,-20,4155
,,0,2023-05-17T14:00:02.897Z,60,-41,4145
,,0,2023-05-17T14:00:02.917Z,58,-17,4136
,,0,2023-05-17T14:00:02.937Z,61,-35,4147
,,0,2023-05-17T14:00:02.957Z,40,-28,4121
,,0,2023-05-17T14:00:02.977Z,27,-13,4136
,,0,2023-05-17T14:00:02.997Z,61,-17,4148
,,0,2023-05-17T14:00:03.017Z,66,-37,4146
,,0,2023-05-17T14:00:03.037Z,46,-21,4161
,,0,2023-05-17T14:00:03.057Z,56,-44,4164
,,0,2023-05-17T14:00:03.077Z,45,-37,4159
,,0,2023-05-17T14:00:03.097Z,64,-36,4171
,,0,2023-05-17T14:00:03.117Z,36,-32,4120
,,0,2023-05-17T14:00:03.137Z,49,-34,4101
,,0,2023-05-17T14:00:03.157Z,58,-27,4153
,,0,2023-05-17T14:00:03.177Z,66,-51,4118
,,0,2023-05-17T14:00:03.197Z,70,-41,4155
,,0,2023-05-17T14:00:03.217Z,59,-5,4169
,,0,2023-05-17T14:00:03.237Z,42,-23,4174
,,0,2023-05-17T14:00:03.257Z,38,-18,4135
,,0,2023-05-17T14:00:03.277Z,37,-27,4182
,,0,2023-05-17T14:00:03.297Z,50,-43,4113
,,0,2023-05-17T14:00:03.317Z,62,-45,4138
,,0,2023-05-17T14:00:03.337Z,32,-3,4149
,,0,2023-05-17T14:00:03.357Z,22,-26,4187
,,0,2023-05-17T14:00:03.377Z,71,-33,4125
,,0,2023-05-17T14:00:03.397Z,37,-21,4165
,,0,2023-05-17T14:00:03.417Z,59,-30,4117
,,0,2023-05-17T14:00:03.437Z,69,-25,4131
,,0,2023-05-17T14:00:03.457Z,37,-33,4145
,,0,2023-05-17T14:00:03.477Z,45,-38,4113
,,0,2023-05-17T14:00:03.497Z,53,-37,4168
,,0,2023-05-17T14:00:03.517Z,54,-38,4143
,,0,2023-05-17T14:00:03.537Z,42,-17,4169
,,0,2023-05-17T14:00:03.557Z,51,-8,4147
,,0,2023-05-17T14:00:03.577Z,43,-16,4091
,,0,2023-05-17T14:00:03.597Z,68,-30,4117
,,0,2023-05-17T14:00:03.617Z,37,-13,4144
,,0,2023-05-17T14:00:03.637Z,53,-27,4162
,,0,2023-05-17T14:00:03.657Z,46,-23,4169
,,0,2023-05-17T14:00:03.677Z,93,-42,4161
,,0,2023-05-17T14:00:03.697Z,60,-37,4157
,,0,2023-05-17T14:00:03.717Z,43,-22,4157
,,0,2023-05-17T14:00:03.737Z,46,-6,4155
,,0,2023-05-17T14:00:03.757Z,24,-11,4174
,,0,2023-05-17T14:00:03.777Z,48,-16,4160
,,0,2023-05-17T14:00:03.797Z,25,-23,4167
,,0,2023-05-17T14:00:03.817Z,51,-2,4184
,,0,2023-05-17T14:00:03.837Z,49,-29,4152
,,0,2023-05-17T14:00:03.857Z,50,-9,4132
,,0,2023-05-17T14:00:03.877Z,45,-10,4146
,,0,2023-05-17T14:00:03.897Z,64,-16,4124
,,0,2023-05-17T14:00:03.917Z,22,-30,4107
,,0,2023-05-17T14:00:03.937Z,43,-22,4172
,,0,2023-05-17T14:00:03.957Z,85,9,4154
,,0,2023-05-17T14:00:03.977Z,50,-45,4147
,,0,2023-05-17T14:00:03.997Z,62,-44,4167
,,0,2023-05-17T14:00:04.017Z,42,-39,4134
,,0,2023-05-17T14:00:04.037Z,45,-27,4136
,,0,2023-05-17T14:00:04.057Z,77,-19,4134
,,0,2023-05-17T14:00:04.077Z,62,-27,4160
,,0,2023-05-17T14:00:04.097Z,68,-39,4114
,,0,2023-05-17T14:00:04.117Z,38,-31,4134
,,0,2023-05-17T14:00:04.137Z,50,-29,4153
,,0,2023-05-17T14:00:04.157Z,44,-31,4142
,,0,2023-05-17T14:00:04.177Z,44,-12,4118
,,0,2023-05-17T14:00:04.197Z,61,-28,4179
,,0,2023-05-17T14:00:04.217Z,31,-17,4152
,,0,2023-05-17T14:00:04.237Z,41,-22,4142
,,0,2023-05-17T14:00:04.257Z,43,-33,4161
,,0,2023-05-17T14:00:04.277Z,54,-12,4138
,,0,2023-05-17T14:00:04.297Z,50,-25,4132
,,0,2023-05-17T14:00:04.317Z,65,-24,4155
,,0,2023-05-17T14:00:04.337Z,58,-11,4145
,,0,2023-05-17T14:00:04.357Z,70,-20,4154
,,0,2023-05-17T14:00:04.377Z,42,-39,4165
,,0,2023-05-17T14:00:04.397Z,86,-40,4158
,,0,2023-05-17T14:00:04.417Z,51,-6,4150
,,0,2023-05-17T14:00:04.437Z,60,-13,4165
,,0,2023-05-17T14:00:04.457Z,46,-15,4150
,,0,2023-05-17T14:00:04.477Z,67,-34,4133
,,0,2023-05-17T14:00:04.497Z,13,-26,4135
,,0,2023-05-17T14:00:04.517Z,67,3,4140
,,0,2023-05-17T14:00:04.537Z,48,-17,4158
,,0,2023-05-17T14:00:04.557Z,60,-19,4131
,,0,2023-05-17T14:00:04.577Z,30,-17,4141
,,0,2023-05-17T14:00:04.597Z,55,-46,4139
,,0,2023-05-17T14:00:04.617Z,65,-41,4178
,,0,2023-05-17T14:00:04.637Z,20,-13,4146
,,0,2023-05-17T14:00:04.657Z,14,-20,4130
,,0,2023-05-17T14:00:04.677Z,67,-19,4155
,,0,2023-05-17T14:00:04.697Z,43,-18,4179
,,0,2023-05-17T14:00:04.717Z,55,-46,4124
,,0,2023-05-17T14:00:04.737Z,66,-17,4131
,,0,2023-05-17T14:00:04.757Z,32,-12,4149
,,0,2023-05-17T14:00:04.777Z,45,-16,4167
,,0,2023-05-17T14:00:04.797Z,30,-21,4159
,,0,2023-05-17T14:00:04.817Z,61,-4,4123
,,0,2023-05-17T14:00:04.837Z,51,-16,4110
,,0,2023-05-17T14:00:04.857Z,58,-43,4171
,,0,2023-05-17T14:00:04.877Z,43,-34,4144
,,0,2023-05-17T14:00:04.897Z,53,-27,4109
,,0,2023-05-17T14:00:04.917Z,51,-29,4164
,,0,2023-05-17T14:00:04.937Z,71,-39,4151
,,0,2023-05-17T14:00:04.957Z,39,-28,4143
,,0,2023-05-17T14:00:04.977Z,40,-43,4168
,,0,2023-05-17T14:00:04.997Z,46,-9,4151
,,0,2023-05-17T14:00:05.017Z,26,-25,4144
,,0,2023-05-17T14:00:05.037Z,25,-19,4132
,,0,2023-05-17T14:00:05.057Z,41,-6,4137
,,0,2023-05-17T14:00:05.077Z,69,-40,4183
,,0,2023-05-17T14:00:05.097Z,57,-29,4122
,,0,2023-05-17T14:00:05.117Z,72,-11,4169
,,0,2023-05-17T14:00:05.137Z,47,-26,4171
,,0,2023-05-17T14:00:05.157Z,43,-18,4135
,,0,2023-05-17T14:00:05.177Z,38,-24,4155
,,0,2023-05-17T14:00:05.197Z,65,-53,4169
,,0,2023-05-17T14:00:05.217Z,46,-6,4113
,,0,2023-05-17T14:00:05.237Z,55,-19,4160
,,0,2023-05-17T14:00:05.257Z,33,-37,4172
,,0,2023-05-17T14:00:05.277Z,60,-18,4158
,,0,2023-05-17T14:00:05.297Z,35,-11,4155
,,0,2023-05-17T14:00:05.317Z,41,-25,4139
,,0,2023-05-17T14:00:05.337Z,41,-17,4129
,,0,2023-05-17T14:00:05.357Z,61,-26,4145
,,0,2023-05-17T14:00:05.377Z,68,-35,4159
,,0,2023-05-17T14:00:05.397Z,50,-24,4141
,,0,2023-05-17T14:00:05.417Z,67,-35,4118
,,0,2023-05-17T14:00:05.437Z,64,-27,4144
,,0,2023-05-17T14:00:05.457Z,29,-13,4138
,,0,2023-05-17T14:00:05.477Z,34,-25,4159
,,0,2023-05-17T14:00:05.497Z,51,-42,4155
,,0,2023-05-17T14:00:05.517Z,58,-3,4097
,,0,2023-05-17T14:00:05.537Z,47,-29,4124
,,0,2023-05-17T14:00:05.557Z,43,-29,4166
,,0,2023-05-17T14:00:05.577Z,57,-52,4153
,,0,2023-05-17T14:00:05.597Z,34,-18,4166
,,0,2023-05-17T14:00:05.617Z,72,-52,4117
,,0,2023-05-17T14:00:05.637Z,53,-29,4140
,,0,2023-05-17T14:00:05.657Z,58,-42,4131
,,0,2023-05-17T14:00:05.677Z,50,-10,4109
,,0,2023-05-17T14:00:05.697Z,45,-40,4133
,,0,2023-05-17T14:00:05.717Z,33,-14,4141
,,0,2023-05-17T14:00:05.737Z,46,-20,4145
,,0,2023-05-17T14:00:05.757Z,55,-17,4124
,,0,2023-05-17T14:00:05.777Z,33,-21,4140
,,0,2023-05-17T14:00:05.797Z,54,-31,4074
,,0,2023-05-17T14:00:05.817Z,10,-17,4134
,,0,2023-05-17T14:00:05.837Z,62,-13,4151
,,0,2023-05-17T14:00:05.857Z,51,-29,4144
,,0,2023-05-17T14:00:05.877Z,44,-26,4170
,,0,2023-05-17T14:00:05.897Z,50,-21,4163
,,0,2023-05-17T14:00:05.917Z,36,-26,4160
,,0,2023-05-17T14:00:05.937Z,37,-12,4147
,,0,2023-05-17T14:00:05.957Z,61,-33,4108
,,0,2023-05-17T14:00:05.977Z,52,-41,4152
,,0,2023-05-17T14:00:05.997Z,49,-24,4157
,,0,2023-05-17T14:00:06.017Z,44,-55,4146
,,0,2023-05-17T14:00:06.037Z,49,-47,4117
,,0,2023-05-17T14:00:06.057Z,46,-22,4163
,,0,2023-05-17T14:00:06.077Z,42,-26,4147
,,0,2023-05-17T14:00:06.097Z,64,-10,4139
,,0,2023-05-17T14:00:06.117Z,48,-30,4125
,,0,2023-05-17T14:00:06.137Z,46,-32,4132
,,0,2023-05-17T14:00:06.157Z,56,-30,4118
,,0,2023-05-17T14:00:06.177Z,43,-29,4156
,,0,2023-05-17T14:00:06.197Z,42,-16,4182
,,0,2023-05-17T14:00:06.217Z,50,-40,4141
,,0,2023-05-17T14:00:06.237Z,65,-27,4161
,,0,2023-05-17T14:00:06.257Z,46,-17,4105
,,0,2023-05-17T14:00:06.277Z,43,-13,4151
,,0,2023-05-17T14:00:06.297Z,54,-17,4170
,,0,2023-05-17T14:00:06.317Z,39,-25,4179
,,0,2023-05-17T14:00:06.337Z,56,-23,4164
,,0,2023-05-17T14:00:06.357Z,54,-9,4135
,,0,2023-05-17T14:00:06.377Z,54,-21,4119
,,0,2023-05-17T14:00:06.397Z,63,-1,4125
,,0,2023-05-17T14:00:06.417Z,43,-54,4122
,,0,2023-05-17T14:00:06.437Z,54,-23,4116
,,0,2023-05-17T14:00:06.457Z,51,-42,4170
,,0,2023-05-17T14:00:06.477Z,38,-43,4151
,,0,2023-05-17T14:00:06.497Z,80,-25,4135
,,0,2023-05-17T14:00:06.517Z,56,-20,4116
,,0,2023-05-17T14:00:06.537Z,56,-26,4142
,,0,2023-05-17T14:00:06.557Z,36,-15,4147
,,0,2023-05-17T14:00:06.577Z,55,-35,4136
,,0,2023-05-17T14:00:06.597Z,51,-38,4189
,,0,2023-05-17T14:00:06.617Z,69,-22,4162
,,0,2023-05-17T14:00:06.637Z,40,-51,4140
,,0,2023-05-17T14:00:06.657Z,58,-9,4149
,,0,2023-05-17T14:00:06.677Z,52,-31,4166
,,0,2023-05-17T14:00:06.697Z,42,-20,4152
,,0,2023-05-17T14:00:06.717Z,58,-9,4143
,,0,2023-05-17T14:00:06.737Z,50,-15,4141
,,0,2023-05-17T14:00:06.757Z,34,-13,4145
,,0,2023-05-17T14:00:06.777Z,63,-27,4155
,,0,2023-05-17T14:00:06.797Z,51,-16,4152
,,0,2023-05-17T14:00:06.817Z,55,-49,4168
,,0,2023-05-17T14:00:06.837Z,54,-15,4178
,,0,2023-05-17T14:00:06.857Z,32,-6,4137
,,0,2023-05-17T14:00:06.877Z,50,-50,4135
,,0,2023-05-17T14:00:06.897Z,56,1,4130
,,0,2023-05-17T14:00:06.917Z,18,-22,4160
,,0,2023-05-17T14:00:06.937Z,51,-13,4147
,,0,2023-05-17T14:00:06.957Z,54,-23,4136
,,0,2023-05-17T14:00:06.977Z,50,-39,4173
,,0,2023-05-17T14:00:06.997Z,51,-16,4159
,,0,2023-05-17T14:00:07.017Z,31,-27,4152
,,0,2023-05-17T14:00:07.037Z,36,-27,4171
,,0,2023-05-17T14:00:07.057Z,59,-34,4143
,,0,2023-05-17T14:00:07.077Z,25,-34,4160
,,0,2023-05-17T14:00:07.097Z,49,-7,4142
,,0,2023-05-17T14:00:07.117Z,41,-32,4124
,,0,2023-05-17T14:00:07.137Z,20,-21,4146
,,0,2023-05-17T14:00:07.157Z,33,-33,4165
,,0,2023-05-17T14:00:07.177Z,73,-31,4130
,,0,2023-05-17T14:00:07.197Z,65,-13,4145
,,0,2023-05-17T14:00:07.217Z,24,-28,4139
,,0,2023-05-17T14:00:07.237Z,38,-7,4167
,,0,2023-05-17T14:00:07.257Z,59,-21,4168
,,0,2023-05-17T14:00:07.277Z,56,-17,4152
,,0,2023-05-17T14:00:07.297Z,73,-35,4152
,,0,2023-05-17T14:00:07.317Z,39,-29,4141
,,0,2023-05-17T14:00:07.337Z,55,-36,4149
,,0,2023-05-17T14:00:07.357Z,43,-15,4171
,,0,2023-05-17T14:00:07.377Z,59,-25,4158
,,0,2023-05-17T14:00:07.397Z,48,-35,4143
,,0,2023-05-17T14:00:07.417Z,25,-33,4151
,,0,2023-05-17T14:00:07.437Z,59,-23,4150
,,0,2023-05-17T14:00:07.457Z,33,-43,4153
,,0,2023-05-17T14:00:07.477Z,52,-33,4159
,,0,2023-05-17T14:00:07.497Z,62,-20,4150
,,0,2023-05-17T14:00:07.517Z,60,-38,4143
,,0,2023-05-17T14:00:07.537Z,40,-9,4164
,,0,2023-05-17T14:00:07.557Z,32,5,4155
,,0,2023-05-17T14:00:07.577Z,44,-19,4107
,,0,2023-05-17T14:00:07.597Z,81,-30,4165
,,0,2023-05-17T14:00:07.617Z,65,-11,4151
,,0,2023-05-17T14:00:07.637Z,29,-37,4121
,,0,2023-05-17T14:00:07.657Z,49,-33,4134
,,0,2023-05-17T14:00:07.677Z,44,-24,4174
,,0,2023-05-17T14:00:07.697Z,46,-26,4154
,,0,2023-05-17T14:00:07.717Z,69,-41,4124
,,0,2023-05-17T14:00:07.737Z,52,-29,4156
,,0,2023-05-17T14:00:07.757Z,62,-23,4132
,,0,2023-05-17T14:00:07.777Z,52,-2,4168
,,0,2023-05-17T14:00:07.797Z,61,-17,4144
,,0,2023-05-17T14:00:07.817Z,54,-7,4130
,,0,2023-05-17T14:00:07.837Z,48,-27,4153
,,0,2023-05-17T14:00:07.857Z,37,-38,4157
,,0,2023-05-17T14:00:07.877Z,44,-27,4125
,,0,2023-05-17T14:00:07.897Z,48,-17,4141
,,0,2023-05-17T14:00:07.917Z,46,-19,4148
,,0,2023-05-17T14:00:07.937Z,46,-21,4120
,,0,2023-05-17T14:00:07.957Z,39,-28,4135
,,0,2023-05-17T14:00:07.977Z,26,-30,4169
,,0,2023-05-17T14:00:07.997Z,44,-24,4170
,,0,2023-05-17T14:00:08.017Z,67,-21,4160
,,0,2023-05-17T14:00:08.037Z,48,-23,4140
,,0,2023-05-17T14:00:08.057Z,64,-13,4131
,,0,2023-05-17T14:00:08.077Z,41,-25,4152
,,0,2023-05-17T14:00:08.097Z,21,-49,4175
,,0,2023-05-17T14:00:08.117Z,62,-50,4173
,,0,2023-05-17T14:00:08.137Z,43,-23,4161
,,0,2023-05-17T14:00:08.157Z,54,-29,4125
,,0,2023-05-17T14:00:08.177Z,36,-36,4148
,,0,2023-05-17T14:00:08.197Z,68,-49,4131
,,0,2023-05-17T14:00:08.217Z,38,-31,4124
,,0,2023-05-17T14:00:08.237Z,51,-25,4124
,,0,2023-05-17T14:00:08.257Z,68,-13,4156
,,0,2023-05-17T14:00:08.277Z,14,-34,4179
,,0,2023-05-17T14:00:08.297Z,52,-38,4118
,,0,2023-05-17T14:00:08.317Z,46,-31,4146
,,0,2023-05-17T14:00:08.337Z,56,-41,4156
,,0,2023-05-17T14:00:08.357Z,40,-25,4152
,,0,2023-05-17T14:00:08.377Z,54,2,4149
,,0,2023-05-17T14:00:08.397Z,51,-43,4155
,,0,2023-05-17T14:00:08.417Z,43,-22,4187
,,0,2023-05-17T14:00:08.437Z,65,-34,4163
,,0,2023-05-17T14:00:08.457Z,45,-37,4137
,,0,2023-05-17T14:00:08.477Z,71,-30,4117
,,0,2023-05-17T14:00:08.497Z,28,-28,4155
,,0,2023-05-17T14:00:08.517Z,53,-13,4147
,,0,2023-05-17T14:00:08.537Z,49,-35,4170
,,0,2023-05-17T14:00:08.557Z,69,-28,4147
,,0,2023-05-17T14:00:08.577Z,49,-22,4195
,,0,2023-05-17T14:00:08.597Z,41,-16,4148
,,0,2023-05-17T14:00:08.617Z,64,-24,4155
,,0,2023-05-17T14:00:08.637Z,68,-27,4140
,,0,2023-05-17T14:00:08.657Z,52,-34,4158
,,0,2023-05-17T14:00:08.677Z,65,-44,4144
,,0,2023-05-17T14:00:08.697Z,45,-32,4153
,,0,2023-05-17T14:00:08.717Z,55,-43,4159
,,0,2023-05-17T14:00:08.737Z,36,-18,4144
,,0,2023-05-17T14:00:08.757Z,34,-5,4161
,,0,2023-05-17T14:00:08.777Z,37,-21,4127
,,0,2023-05-17T14:00:08.797Z,36,-14,4175
,,0,2023-05-17T14:00:08.817Z,33,-10,4124
,,0,2023-05-17T14:00:08.837Z,22,-34,4139
,,0,2023-05-17T14:00:08.857Z,43,-29,4152
,,0,2023-05-17T14:00:08.877Z,31,-6,4141
,,0,2023-05-17T14:00:08.897Z,56,-36,4154
,,0,2023-05-17T14:00:08.917Z,37,-19,4133
,,0,2023-05-17T14:00:08.937Z,38,-50,4092
,,0,2023-05-17T14:00:08.957Z,55,-22,4150
,,0,2023-05-17T14:00:08.977Z,31,-18,4159
,,0,2023-05-17T14:00:08.997Z,25,-28,4124
,,0,2023-05-17T14:00:09.017Z,40,-40,4159
,,0,2023-05-17T14:00:09.037Z,51,-31,4138
,,0,2023-05-17T14:00:09.057Z,42,-12,4147
,,0,2023-05-17T14:00:09.077Z,46,0,4128
,,0,2023-05-17T14:00:09.097Z,36,-24,4144
,,0,2023-05-17T14:00:09.117Z,26,-29,4150
,,0,2023-05-17T14:00:09.137Z,36,-18,4138
,,0,2023-05-17T14:00:09.157Z,45,-16,4152
,,0,2023-05-17T14:00:09.177Z,59,-21,4122
,,0,2023-05-17T14:00:09.197Z,50,-10,4147
,,0,2023-05-17T14:00:09.217Z,60,-20,4158
,,0,2023-05-17T14:00:09.237Z,67,-46,4115
,,0,2023-05-17T14:00:09.257Z,15,-8,4119
,,0,2023-05-17T14:00:09.277Z,36,-21,4162
,,0,2023-05-17T14:00:09.297Z,54,-22,4150
,,0,2023-05-17T14:00:09.317Z,47,-24,4128
,,0,2023-05-17T14:00:09.337Z,41,-27,4154
,,0,2023-05-17T14:00:09.357Z,46,-35,4130
,,0,2023-05-17T14:00:09.377Z,37,-11,4154
,,0,2023-05-17T14:00:09.397Z,27,-36,4145
,,0,2023-05-17T14:00:09.417Z,54,-17,4145
,,0,2023-05-17T14:00:09.437Z,46,-14,4147
,,0,2023-05-17T14:00:09.457Z,32,-29,4148
,,0,2023-05-17T14:00:09.477Z,39,-1,4163
,,0,2023-05-17T14:00:09.497Z,58,-3,4139
,,0,2023-05-17T14:00:09.517Z,71,-22,4132
,,0,2023-05-17T14:00:09.537Z,73,-29,4152
,,0,2023-05-17T14:00:09.557Z,43,-27,4127
,,0,2023-05-17T14:00:09.577Z,26,-39,4156
,,0,2023-05-17T14:00:09.597Z,10,-16,4137
,,0,2023-05-17T14:00:09.617Z,52,-16,4138
,,0,2023-05-17T14:00:09.637Z,56,-9,4172
