,result,table,_time,x,y,z
,,0,2023-05-16T07:00:00.754Z,15,88,4135
,,0,2023-05-16T07:00:00.774Z,-37,-103,4281
,,0,2023-05-16T07:00:00.794Z,-176,-156,4173
,,0,2023-05-16T07:00:00.814Z,-12,-128,3801
,,0,2023-05-16T07:00:00.834Z,176,188,4138
,,0,2023-05-16T07:00:00.854Z,17,12,4285
,,0,2023-05-16T07:00:00.874Z,25,-8,4238
,,0,2023-05-16T07:00:00.894Z,33,-117,3883
,,0,2023-05-16T07:00:00.914Z,23,-40,3782
,,0,2023-05-16T07:00:00.934Z,4,-39,4136
,,0,2023-05-16T07:00:00.954Z,253,15,4279
,,0,2023-05-16T07:00:00.974Z,155,-46,4469
,,0,2023-05-16T07:00:00.994Z,-74,-175,4293
,,0,2023-05-16T07:00:01.014Z,-114,-140,4038
,,0,2023-05-16T07:00:01.034Z,-14,-142,3814
,,0,2023-05-16T07:00:01.054Z,301,147,4033
,,0,2023-05-16T07:00:01.074Z,143,39,4064
,,0,2023-05-16T07:00:01.094Z,154,32,4140
,,0,2023-05-16T07:00:01.114Z,-76,-174,4018
,,0,2023-05-16T07:00:01.134Z,50,-58,4369
,,0,2023-05-16T07:00:01.154Z,192,-4,4093
,,0,2023-05-16T07:00:01.174Z,156,-34,4216
,,0,2023-05-16T07:00:01.194Z,31,-130,4248
,,0,2023-05-16T07:00:01.214Z,-139,-146,4202
,,0,2023-05-16T07:00:01.234Z,-70,-26,4270
,,0,2023-05-16T07:00:01.254Z,-10,-73,4216
,,0,2023-05-16T07:00:01.274Z,91,16,4145
,,0,2023-05-16T07:00:01.294Z,184,147,4045
,,0,2023-05-16T07:00:01.314Z,103,78,3887
,,0,2023-05-16T07:00:01.334Z,90,91,3919
,,0,2023-05-16T07:00:01.354Z,48,-11,4104
,,0,2023-05-16T07:00:01.374Z,112,-86,4424
,,0,2023-05-16T07:00:01.394Z,48,42,4288
,,0,2023-05-16T07:00:01.414Z,8,-64,4297
,,0,2023-05-16T07:00:01.434Z,74,67,4053
,,0,2023-05-16T07:00:01.454Z,80,-38,3940
,,0,2023-05-16T07:00:01.474Z,-19,-17,4002
,,0,2023-05-16T07:00:01.494Z,46,-168,4009
,,0,2023-05-16T07:00:01.514Z,-130,-89,4191
,,0,2023-05-16T07:00:01.534Z,-147,-190,4249
,,0,2023-05-16T07:00:01.554Z,48,59,4173
,,0,2023-05-16T07:00:01.574Z,125,23,4166
,,0,2023-05-16T07:00:01.594Z,86,31,4032
,,0,2023-05-16T07:00:01.614Z,111,19,4224
,,0,2023-05-16T07:00:01.634Z,39,25,4144
,,0,2023-05-16T07:00:01.654Z,130,-37,3809
,,0,2023-05-16T07:00:01.674Z,249,175,3985
,,0,2023-05-16T07:00:01.694Z,-45,-222,4137
,,0,2023-05-16T07:00:01.714Z,4,-9,3909
,,0,2023-05-16T07:00:01.734Z,183,122,4210
,,0,2023-05-16T07:00:01.754Z,165,94,4125
,,0,2023-05-16T07:00:01.774Z,53,-70,4039
,,0,2023-05-16T07:00:01.794Z,71,-50,4161
,,0,2023-05-16T07:00:01.814Z,44,-43,4247
,,0,2023-05-16T07:00:01.834Z,63,-118,4179
,,0,2023-05-16T07:00:01.854Z,213,57,4290
,,0,2023-05-16T07:00:01.874Z,10,-193,4455
,,0,2023-05-16T07:00:01.894Z,-104,-111,3901
,,0,2023-05-16T07:00:01.914Z,-9,25,3749
,,0,2023-05-16T07:00:01.934Z,-11,-186,4080
,,0,2023-05-16T07:00:01.954Z,30,11,4258
,,0,2023-05-16T07:00:01.974Z,-64,-15,3911
,,0,2023-05-16T07:00:01.994Z,66,-42,4026
,,0,2023-05-16T07:00:02.014Z,198,33,3753
,,0,2023-05-16T07:00:02.034Z,187,76,3377
,,0,2023-05-16T07:00:02.054Z,245,98,3427
,,0,2023-05-16T07:00:02.074Z,308,122,3570
,,0,2023-05-16T07:00:02.094Z,136,105,3777
,,0,2023-05-16T07:00:02.114Z,52,-58,3673
,,0,2023-05-16T07:00:02.134Z,127,-58,3747
,,0,2023-05-16T07:00:02.154Z,181,233,3509
,,0,2023-05-16T07:00:02.174Z,263,204,3543
,,0,2023-05-16T07:00:02.194Z,209,35,3883
,,0,2023-05-16T07:00:02.214Z,-79,-69,3993
,,0,2023-05-16T07:00:02.234Z,-62,-105,4160
,,0,2023-05-16T07:00:02.254Z,66,-94,4238
,,0,2023-05-16T07:00:02.274Z,125,59,3648
,,0,2023-05-16T07:00:02.294Z,-92,-148,4003
,,0,2023-05-16T07:00:02.314Z,-26,-2,3927
,,0,2023-05-16T07:00:02.334Z,-13,-94,3844
,,0,2023-05-16T07:00:02.354Z,41,-146,3941
,,0,2023-05-16T07:00:02.374Z,143,17,4146
,,0,2023-05-16T07:00:02.394Z,84,88,4010
,,0,2023-05-16T07:00:02.414Z,-7,-78,3878
,,0,2023-05-16T07:00:02.434Z,-75,-91,3933
,,0,2023-05-16T07:00:02.454Z,-48,-86,3924
,,0,2023-05-16T07:00:02.474Z,-9,-37,4000
,,0,2023-05-16T07:00:02.494Z,80,13,3928
,,0,2023-05-16T07:00:02.514Z,118,-59,4168
,,0,2023-05-16T07:00:02.534Z,124,132,4030
,,0,2023-05-16T07:00:02.554Z,31,-57,3868
,,0,2023-05-16T07:00:02.574Z,-310,-278,4080
,,0,2023-05-16T07:00:02.594Z,153,51,4156
,,0,2023-05-16T07:00:02.614Z,270,209,3664
,,0,2023-05-16T07:00:02.634Z,-198,-358,3694
,,0,2023-05-16T07:00:02.654Z,22,-47,4215
,,0,2023-05-16T07:00:02.674Z,246,218,4295
,,0,2023-05-16T07:00:02.694Z,59,-75,3862
,,0,2023-05-16T07:00:02.714Z,287,78,3681
,,0,2023-05-16T07:00:02.734Z,118,14,3759
,,0,2023-05-16T07:00:02.754Z,-64,-167,3852
,,0,2023-05-16T07:00:02.774Z,155,18,3897
,,0,2023-05-16T07:00:02.794Z,-103,-147,3875
,,0,2023-05-16T07:00:02.814Z,-47,-22,3952
,,0,2023-05-16T07:00:02.834Z,131,44,3959
,,0,2023-05-16T07:00:02.854Z,247,119,4040
,,0,2023-05-16T07:00:02.874Z,31,-71,3807
,,0,2023-05-16T07:00:02.894Z,64,-10,4065
,,0,2023-05-16T07:00:02.914Z,-68,-178,3946
,,0,2023-05-16T07:00:02.934Z,29,-39,3803
,,0,2023-05-16T07:00:02.954Z,81,-48,3896
,,0,2023-05-16T07:00:02.974Z,88,75,4132
,,0,2023-05-16T07:00:02.994Z,65,23,3971
,,0,2023-05-16T07:00:03.014Z,54,-46,4002
,,0,2023-05-16T07:00:03.034Z,-66,-79,4073
,,0,2023-05-16T07:00:03.054Z,-21,-78,3780
,,0,2023-05-16T07:00:03.074Z,-107,-21,3928
,,0,2023-05-16T07:00:03.094Z,153,-17,4018
,,0,2023-05-16T07:00:03.114Z,30,34,3985
,,0,2023-05-16T07:00:03.134Z,-93,-135,4004
,,0,2023-05-16T07:00:03.154Z,-50,-66,4029
,,0,2023-05-16T07:00:03.174Z,107,-91,3928
,,0,2023-05-16T07:00:03.194Z,125,74,4052
,,0,2023-05-16T07:00:03.214Z,52,17,3921
,,0,2023-05-16T07:00:03.234Z,-56,-83,3827
,,0,2023-05-16T07:00:03.254Z,-60,-97,4068
,,0,2023-05-16T07:00:03.274Z,57,-46,3962
,,0,2023-05-16T07:00:03.294Z,132,32,3914
,,0,2023-05-16T07:00:03.314Z,146,67,3954
,,0,2023-05-16T07:00:03.334Z,59,0,3932
,,0,2023-05-16T07:00:03.354Z,-42,-127,3789
,,0,2023-05-16T07:00:03.374Z,43,6,3914
,,0,2023-05-16T07:00:03.394Z,117,42,4106
,,0,2023-05-16T07:00:03.414Z,156,47,4100
,,0,2023-05-16T07:00:03.434Z,53,8,3869
,,0,2023-05-16T07:00:03.454Z,-89,-135,3890
,,0,2023-05-16T07:00:03.474Z,11,-35,3906
,,0,2023-05-16T07:00:03.494Z,50,48,4082
,,0,2023-05-16T07:00:03.514Z,160,57,4063
,,0,2023-05-16T07:00:03.534Z,3,-48,3954
,,0,2023-05-16T07:00:03.554Z,-96,-194,3984
,,0,2023-05-16T07:00:03.574Z,-3,-38,4060
,,0,2023-05-16T07:00:03.594Z,89,53,3946
,,0,2023-05-16T07:00:03.614Z,153,-1,4002
,,0,2023-05-16T07:00:03.634Z,117,-42,3922
,,0,2023-05-16T07:00:03.654Z,70,-39,3902
,,0,2023-05-16T07:00:03.674Z,-87,-112,3977
,,0,2023-05-16T07:00:03.694Z,29,-66,3905
,,0,2023-05-16T07:00:03.714Z,163,23,3882
,,0,2023-05-16T07:00:03.734Z,143,93,3921
,,0,2023-05-16T07:00:03.754Z,42,6,3880
,,0,2023-05-16T07:00:03.774Z,-88,-91,3955
,,0,2023-05-16T07:00:03.794Z,54,-56,3946
,,0,2023-05-16T07:00:03.814Z,59,45,3918
,,0,2023-05-16T07:00:03.834Z,93,-3,3925
,,0,2023-05-16T07:00:03.854Z,103,42,3990
,,0,2023-05-16T07:00:03.874Z,88,-6,3921
,,0,2023-05-16T07:00:03.894Z,28,-58,3972
,,0,2023-05-16T07:00:03.914Z,94,-69,3867
,,0,2023-05-16T07:00:03.934Z,48,47,3921
,,0,2023-05-16T07:00:03.954Z,114,-32,3984
,,0,2023-05-16T07:00:03.974Z,85,62,3860
,,0,2023-05-16T07:00:03.994Z,-95,-170,4109
,,0,2023-05-16T07:00:04.014Z,-166,-221,3877
,,0,2023-05-16T07:00:04.034Z,49,-3,3959
,,0,2023-05-16T07:00:04.054Z,200,110,4054
,,0,2023-05-16T07:00:04.074Z,152,48,3946
,,0,2023-05-16T07:00:04.094Z,-27,-86,3916
,,0,2023-05-16T07:00:04.114Z,-235,-232,3954
,,0,2023-05-16T07:00:04.134Z,-48,-114,4053
,,0,2023-05-16T07:00:04.154Z,198,78,3960
,,0,2023-05-16T07:00:04.174Z,308,166,3918
,,0,2023-05-16T07:00:04.194Z,62,-29,3902
,,0,2023-05-16T07:00:04.214Z,-155,-166,3876
,,0,2023-05-16T07:00:04.234Z,-78,-131,3930
,,0,2023-05-16T07:00:04.254Z,36,-40,3855
,,0,2023-05-16T07:00:04.274Z,249,137,3931
,,0,2023-05-16T07:00:04.294Z,108,47,3936
,,0,2023-05-16T07:00:04.314Z,-141,-206,3948
,,0,2023-05-16T07:00:04.334Z,-99,-115,3960
,,0,2023-05-16T07:00:04.354Z,112,17,3991
,,0,2023-05-16T07:00:04.374Z,215,43,3914
,,0,2023-05-16T07:00:04.394Z,98,64,3965
,,0,2023-05-16T07:00:04.414Z,-67,-98,3945
,,0,2023-05-16T07:00:04.434Z,-116,-119,4054
,,0,2023-05-16T07:00:04.454Z,101,11,3973
,,0,2023-05-16T07:00:04.474Z,173,54,3992
,,0,2023-05-16T07:00:04.494Z,118,8,4002
,,0,2023-05-16T07:00:04.514Z,33,-17,3959
,,0,2023-05-16T07:00:04.534Z,-98,-172,3948
,,0,2023-05-16T07:00:04.554Z,47,-37,4018
,,0,2023-05-16T07:00:04.574Z,85,-35,4006
,,0,2023-05-16T07:00:04.594Z,185,130,4018
,,0,2023-05-16T07:00:04.614Z,102,1,3995
,,0,2023-05-16T07:00:04.634Z,-107,-178,4006
,,0,2023-05-16T07:00:04.654Z,-90,-77,3999
,,0,2023-05-16T07:00:04.674Z,117,33,4074
,,0,2023-05-16T07:00:04.694Z,184,82,4012
,,0,2023-05-16T07:00:04.714Z,120,10,4062
,,0,2023-05-16T07:00:04.734Z,-46,-79,4086
,,0,2023-05-16T07:00:04.754Z,-7,-58,4018
,,0,2023-05-16T07:00:04.774Z,51,-32,4071
,,0,2023-05-16T07:00:04.794Z,82,11,4004
,,0,2023-05-16T07:00:04.814Z,92,-3,4082
,,0,2023-05-16T07:00:04.834Z,-83,-92,4067
,,0,2023-05-16T07:00:04.854Z,-4,-98,4008
,,0,2023-05-16T07:00:04.874Z,127,21,4068
,,0,2023-05-16T07:00:04.894Z,140,86,4113
,,0,2023-05-16T07:00:04.914Z,-11,-141,4061
,,0,2023-05-16T07:00:04.934Z,-46,-44,4053
,,0,2023-05-16T07:00:04.954Z,21,-53,4006
,,0,2023-05-16T07:00:04.974Z,53,-2,4090
,,0,2023-05-16T07:00:04.994Z,176,83,4062
,,0,2023-05-16T07:00:05.014Z,16,-46,4020
,,0,2023-05-16T07:00:05.034Z,-49,-117,4047
,,0,2023-05-16T07:00:05.054Z,39,-74,4096
,,0,2023-05-16T07:00:05.074Z,25,4,4059
,,0,2023-05-16T07:00:05.094Z,197,47,4090
,,0,2023-05-16T07:00:05.114Z,-10,-47,4078
,,0,2023-05-16T07:00:05.134Z,5,-67,4097
,,0,2023-05-16T07:00:05.154Z,-25,-69,4085
,,0,2023-05-16T07:00:05.174Z,88,-86,4094
,,0,2023-05-16T07:00:05.194Z,142,71,4089
,,0,2023-05-16T07:00:05.214Z,33,-5,4074
,,0,2023-05-16T07:00:05.234Z,-80,-164,4045
,,0,2023-05-16T07:00:05.254Z,44,-39,4114
,,0,2023-05-16T07:00:05.274Z,25,-92,4010
,,0,2023-05-16T07:00:05.294Z,104,118,4109
,,0,2023-05-16T07:00:05.314Z,122,-37,4127
,,0,2023-05-16T07:00:05.334Z,10,-43,4089
,,0,2023-05-16T07:00:05.354Z,-5,-76,4056
,,0,2023-05-16T07:00:05.374Z,49,10,4055
,,0,2023-05-16T07:00:05.394Z,59,-52,4079
,,0,2023-05-16T07:00:05.414Z,27,-19,4085
,,0,2023-05-16T07:00:05.434Z,57,-36,4167
,,0,2023-05-16T07:00:05.454Z,69,-18,4059
,,0,2023-05-16T07:00:05.474Z,-10,-104,4095
,,0,2023-05-16T07:00:05.494Z,40,-74,4168
,,0,2023-05-16T07:00:05.514Z,13,6,4100
,,0,2023-05-16T07:00:05.534Z,60,1,4104
,,0,2023-05-16T07:00:05.554Z,38,-49,4098
,,0,2023-05-16T07:00:05.574Z,-25,-82,4171
,,0,2023-05-16T07:00:05.594Z,-19,-32,4179
,,0,2023-05-16T07:00:05.614Z,18,-9,4123
,,0,2023-05-16T07:00:05.634Z,55,-101,4142
,,0,2023-05-16T07:00:05.654Z,-29,-62,4137
,,0,2023-05-16T07:00:05.674Z,-19,-64,4123
,,0,2023-05-16T07:00:05.694Z,69,-7,4100
,,0,2023-05-16T07:00:05.714Z,66,-26,4130
,,0,2023-05-16T07:00:05.734Z,33,-7,4170
,,0,2023-05-16T07:00:05.754Z,-17,-102,4132
,,0,2023-05-16T07:00:05.774Z,23,-76,4071
,,0,2023-05-16T07:00:05.794Z,25,4,4103
,,0,2023-05-16T07:00:05.814Z,55,-9,4121
,,0,2023-05-16T07:00:05.834Z,101,-15,4142
,,0,2023-05-16T07:00:05.854Z,89,6,4061
,,0,2023-05-16T07:00:05.874Z,-34,-74,4096
,,0,2023-05-16T07:00:05.894Z,42,-49,4132
,,0,2023-05-16T07:00:05.914Z,60,-3,4118
,,0,2023-05-16T07:00:05.934Z,112,-7,4122
,,0,2023-05-16T07:00:05.954Z,31,-41,4097
,,0,2023-05-16T07:00:05.974Z,-39,-85,4135
,,0,2023-05-16T07:00:05.994Z,-21,-74,4145
,,0,2023-05-16T07:00:06.014Z,139,41,4155
,,0,2023-05-16T07:00:06.034Z,66,7,4132
,,0,2023-05-16T07:00:06.054Z,38,-64,4113
,,0,2023-05-16T07:00:06.074Z,-39,-79,4128
,,0,2023-05-16T07:00:06.094Z,41,-27,4137
,,0,2023-05-16T07:00:06.114Z,84,2,4149
,,0,2023-05-16T07:00:06.134Z,39,-47,4132
,,0,2023-05-16T07:00:06.154Z,18,-38,4137
,,0,2023-05-16T07:00:06.174Z,44,-17,4095
,,0,2023-05-16T07:00:06.194Z,66,-84,4159
,,0,2023-05-16T07:00:06.214Z,5,-46,4085
,,0,2023-05-16T07:00:06.234Z,67,-20,4114
,,0,2023-05-16T07:00:06.254Z,30,-56,4133
,,0,2023-05-16T07:00:06.274Z,62,-55,4148
,,0,2023-05-16T07:00:06.294Z,-14,-26,4131
,,0,2023-05-16T07:00:06.314Z,35,-18,4132
,,0,2023-05-16T07:00:06.334Z,86,-56,4125
,,0,2023-05-16T07:00:06.354Z,-12,-30,4127
,,0,2023-05-16T07:00:06.374Z,70,-40,4157
,,0,2023-05-16T07:00:06.394Z,29,-60,4149
,,0,2023-05-16T07:00:06.414Z,66,-15,4125
,,0,2023-05-16T07:00:06.434Z,54,-35,4134
,,0,2023-05-16T07:00:06.454Z,50,-15,4104
,,0,2023-05-16T07:00:06.474Z,55,-64,4120
,,0,2023-05-16T07:00:06.494Z,3,-35,4133
,,0,2023-05-16T07:00:06.514Z,52,-5,4128
,,0,2023-05-16T07:00:06.534Z,48,-42,4161
,,0,2023-05-16T07:00:06.554Z,16,-50,4089
,,0,2023-05-16T07:00:06.574Z,74,-34,4203
,,0,2023-05-16T07:00:06.594Z,21,-23,4173
,,0,2023-05-16T07:00:06.614Z,15,-68,4087
,,0,2023-05-16T07:00:06.634Z,45,-86,4197
,,0,2023-05-16T07:00:06.654Z,-9,-31,4108
,,0,2023-05-16T07:00:06.674Z,83,3,4114
,,0,2023-05-16T07:00:06.694Z,-12,-92,4171
,,0,2023-05-16T07:00:06.714Z,86,-42,4156
,,0,2023-05-16T07:00:06.734Z,-23,-26,4025
,,0,2023-05-16T07:00:06.754Z,59,-26,4038
,,0,2023-05-16T07:00:06.774Z,50,-12,4107
,,0,2023-05-16T07:00:06.794Z,135,-4,4060
,,0,2023-05-16T07:00:06.814Z,-41,-52,4008
,,0,2023-05-16T07:00:06.834Z,45,-66,4092
,,0,2023-05-16T07:00:06.854Z,64,14,4123
,,0,2023-05-16T07:00:06.874Z,2,-67,4074
,,0,2023-05-16T07:00:06.894Z,31,-35,4213
,,0,2023-05-16T07:00:06.914Z,32,-43,4172
,,0,2023-05-16T07:00:06.934Z,43,-80,4193
,,0,2023-05-16T07:00:06.954Z,54,-18,4128
,,0,2023-05-16T07:00:06.974Z,18,-26,4180
,,0,2023-05-16T07:00:06.994Z,45,-13,4153
,,0,2023-05-16T07:00:07.014Z,16,-12,4089
,,0,2023-05-16T07:00:07.034Z,-26,-114,4157
,,0,2023-05-16T07:00:07.054Z,80,14,4144
,,0,2023-05-16T07:00:07.074Z,67,27,4158
,,0,2023-05-16T07:00:07.094Z,68,-19,4129
,,0,2023-05-16T07:00:07.114Z,54,-12,4133
,,0,2023-05-16T07:00:07.134Z,43,-69,4042
,,0,2023-05-16T07:00:07.154Z,23,27,4153
,,0,2023-05-16T07:00:07.174Z,114,-23,4134
,,0,2023-05-16T07:00:07.194Z,55,-2,4122
,,0,2023-05-16T07:00:07.214Z,-25,-93,4134
,,0,2023-05-16T07:00:07.234Z,88,6,4220
,,0,2023-05-16T07:00:07.254Z,44,-53,4057
,,0,2023-05-16T07:00:07.274Z,18,-18,4181
,,0,2023-05-16T07:00:07.294Z,-20,-1,4189
,,0,2023-05-16T07:00:07.314Z,100,-104,4098
,,0,2023-05-16T07:00:07.334Z,-13,-34,4092
,,0,2023-05-16T07:00:07.354Z,89,-6,4196
,,0,2023-05-16T07:00:07.374Z,19,-20,4141
,,0,2023-05-16T07:00:07.394Z,115,-81,4055
,,0,2023-05-16T07:00:07.414Z,29,9,4196
,,0,2023-05-16T07:00:07.434Z,134,87,4200
,,0,2023-05-16T07:00:07.454Z,53,-19,4159
,,0,2023-05-16T07:00:07.474Z,-79,-189,4105
,,0,2023-05-16T07:00:07.494Z,-5,-66,4138
,,0,2023-05-16T07:00:07.514Z,51,34,4134
,,0,2023-05-16T07:00:07.534Z,58,-112,4122
,,0,2023-05-16T07:00:07.554Z,-19,-31,4145
,,0,2023-05-16T07:00:07.574Z,51,-18,4132
,,0,2023-05-16T07:00:07.594Z,93,40,4156
,,0,2023-05-16T07:00:07.614Z,106,18,4088
,,0,2023-05-16T07:00:07.634Z,86,-25,4138
,,0,2023-05-16T07:00:07.654Z,-45,-47,4127
,,0,2023-05-16T07:00:07.674Z,51,-81,4170
,,0,2023-05-16T07:00:07.694Z,52,-42,4128
,,0,2023-05-16T07:00:07.714Z,13,-15,4121
,,0,2023-05-16T07:00:07.734Z,24,-51,4163
,,0,2023-05-16T07:00:07.754Z,126,4,4149
,,0,2023-05-16T07:00:07.774Z,-26,-49,4134
,,0,2023-05-16T07:00:07.794Z,30,0,4190
,,0,2023-05-16T07:00:07.814Z,46,-58,4094
,,0,2023-05-16T07:00:07.834Z,57,-33,4193
,,0,2023-05-16T07:00:07.854Z,55,-29,4138
,,0,2023-05-16T07:00:07.874Z,38,-33,4138
,,0,2023-05-16T07:00:07.894Z,15,-52,4062
,,0,2023-05-16T07:00:07.914Z,55,-81,4188
,,0,2023-05-16T07:00:07.934Z,39,-28,4130
,,0,2023-05-16T07:00:07.954Z,109,40,4122
,,0,2023-05-16T07:00:07.974Z,-23,-96,4084
,,0,2023-05-16T07:00:07.994Z,-61,-95,4124
,,0,2023-05-16T07:00:08.014Z,45,-85,4161
,,0,2023-05-16T07:00:08.034Z,112,56,4147
,,0,2023-05-16T07:00:08.054Z,6,-53,4158
,,0,2023-05-16T07:00:08.074Z,106,-24,4163
,,0,2023-05-16T07:00:08.094Z,9,-91,4138
,,0,2023-05-16T07:00:08.114Z,-4,-9,4133
,,0,2023-05-16T07:00:08.134Z,56,-5,4143
,,0,2023-05-16T07:00:08.154Z,-16,-89,4172
,,0,2023-05-16T07:00:08.174Z,79,-21,4311
,,0,2023-05-16T07:00:08.194Z,-23,-165,3672
,,0,2023-05-16T07:00:08.214Z,-405,-539,4153
,,0,2023-05-16T07:00:08.234Z,169,178,4499
,,0,2023-05-16T07:00:08.254Z,189,319,3618
,,0,2023-05-16T07:00:08.274Z,-382,-500,4459
,,0,2023-05-16T07:00:08.294Z,368,215,4038
,,0,2023-05-16T07:00:08.314Z,196,60,4035
,,0,2023-05-16T07:00:08.334Z,-155,-226,4173
,,0,2023-05-16T07:00:08.354Z,233,89,4232
,,0,2023-05-16T07:00:08.374Z,28,-98,3875
,,0,2023-05-16T07:00:08.394Z,-75,-108,4236
,,0,2023-05-16T07:00:08.414Z,197,116,4377
,,0,2023-05-16T07:00:08.434Z,-51,-96,3889
,,0,2023-05-16T07:00:08.454Z,-13,-119,4223
,,0,2023-05-16T07:00:08.474Z,98,140,4276
,,0,2023-05-16T07:00:08.494Z,-19,-106,3851
,,0,2023-05-16T07:00:08.514Z,-219,-497,4489
,,0,2023-05-16T07:00:08.534Z,489,421,4224
,,0,2023-05-16T07:00:08.554Z,-75,-100,3789
,,0,2023-05-16T07:00:08.574Z,69,45,4457
,,0,2023-05-16T07:00:08.594Z,296,157,3767
,,0,2023-05-16T07:00:08.614Z,-213,-185,4052
,,0,2023-05-16T07:00:08.634Z,66,-31,4368
,,0,2023-05-16T07:00:08.654Z,295,225,4122
,,0,2023-05-16T07:00:08.674Z,-87,-158,3912
,,0,2023-05-16T07:00:08.694Z,-20,-85,4311
,,0,2023-05-16T07:00:08.714Z,203,92,4256
,,0,2023-05-16T07:00:08.734Z,-27,-66,3979
,,0,2023-05-16T07:00:08.754Z,-35,-96,4307
,,0,2023-05-16T07:00:08.774Z,158,47,4237
,,0,2023-05-16T07:00:08.794Z,-27,-90,4077
,,0,2023-05-16T07:00:08.814Z,21,-7,4228
,,0,2023-05-16T07:00:08.834Z,127,16,4150
,,0,2023-05-16T07:00:08.854Z,-5,-76,4059
,,0,2023-05-16T07:00:08.874Z,-10,-68,4122
,,0,2023-05-16T07:00:08.894Z,31,-28,4164
,,0,2023-05-16T07:00:08.914Z,91,-14,4094
,,0,2023-05-16T07:00:08.934Z,-6,-63,4140
,,0,2023-05-16T07:00:08.954Z,10,-93,4084
,,0,2023-05-16T07:00:08.974Z,74,7,4132
,,0,2023-05-16T07:00:08.994Z,49,-15,4098
,,0,2023-05-16T07:00:09.014Z,42,-57,4113
,,0,2023-05-16T07:00:09.034Z,-69,-145,4107
,,0,2023-05-16T07:00:09.054Z,77,-40,4080
,,0,2023-05-16T07:00:09.074Z,66,21,4121
,,0,2023-05-16T07:00:09.094Z,2,-95,4136
,,0,2023-05-16T07:00:09.114Z,23,-40,4054
,,0,2023-05-16T07:00:09.134Z,22,-61,4150
,,0,2023-05-16T07:00:09.154Z,-48,3,4111
,,0,2023-05-16T07:00:09.174Z,78,-67,4125
,,0,2023-05-16T07:00:09.194Z,126,-29,4138
,,0,2023-05-16T07:00:09.214Z,77,-22,4085
,,0,2023-05-16T07:00:09.234Z,82,30,4086
,,0,2023-05-16T07:00:09.254Z,102,2,4114
,,0,2023-05-16T07:00:09.274Z,108,-51,4137
,,0,2023-05-16T07:00:09.294Z,36,15,4126
,,0,2023-05-16T07:00:09.314Z,70,20,4132
,,0,2023-05-16T07:00:09.334Z,8,-33,4163
,,0,2023-05-16T07:00:09.354Z,59,-86,4177
,,0,2023-05-16T07:00:09.374Z,31,3,4191
,,0,2023-05-16T07:00:09.394Z,63,10,4197
,,0,2023-05-16T07:00:09.414Z,149,-43,4189
,,0,2023-05-16T07:00:09.434Z,49,7,4190
,,0,2023-05-16T07:00:09.454Z,50,-17,4190
,,0,2023-05-16T07:00:09.474Z,19,-79,4166
,,0,2023-05-16T07:00:09.494Z,29,-18,4186
,,0,2023-05-16T07:00:09.514Z,25,-11,4161
,,0,2023-05-16T07:00:09.534Z,22,-1,4176
,,0,2023-05-16T07:00:09.554Z,82,-70,4169
,,0,2023-05-16T07:00:09.574Z,-28,-102,4142
,,0,2023-05-16T07:00:09.594Z,22,19,4123
,,0,2023-05-16T07:00:09.614Z,1,-110,4115
,,0,2023-05-16T07:00:09.634Z,-25,-67,4092
