_time,Unnamed: 0,result,table,x,y,z
2023-05-16 07:00:00+00:00,,,0.0,41.61366666666667,-31.496333333333332,4125.279
2023-05-16 07:01:00+00:00,,,0.0,41.66266666666667,-31.48966666666667,4136.203
2023-05-16 07:02:00+00:00,,,0.0,39.798,-33.113,4137.086333333334
2023-05-16 07:03:00+00:00,,,0.0,42.143,-31.682333333333332,4147.597333333333
2023-05-16 07:04:00+00:00,,,0.0,39.556333333333335,-34.523,4124.603666666667
2023-05-16 07:05:00+00:00,,,0.0,40.05705705705706,-34.48448448448448,4124.544544544545
2023-05-16 07:06:00+00:00,,,0.0,45.168,-27.75,4155.102666666667
2023-05-16 07:07:00+00:00,,,0.0,40.17066666666667,-33.77433333333333,4123.509
2023-05-16 07:08:00+00:00,,,0.0,39.01166666666666,-33.873666666666665,4133.510666666667
2023-05-16 07:09:00+00:00,,,0.0,43.05307640297498,-29.039553752535497,4134.982082488168
2023-05-16 07:10:00+00:00,,,0.0,40.2656462585034,-33.12074829931973,4128.811224489796
2023-05-16 07:11:00+00:00,,,0.0,44.4547619047619,-29.64659863945578,4147.892176870749
2023-05-16 07:12:00+00:00,,,0.0,41.930870891223314,-32.09013893595392,4114.747882073873
2023-05-16 07:13:00+00:00,,,0.0,43.30833333333333,-29.909333333333333,4156.632333333333
2023-05-16 07:14:00+00:00,,,0.0,41.942,-32.590333333333334,4115.022666666667
2023-05-16 07:15:00+00:00,,,0.0,41.182,-31.875333333333334,4142.909333333333
2023-05-16 07:16:00+00:00,,,0.0,41.72833333333333,-31.081,4136.013333333333
2023-05-16 07:17:00+00:00,,,0.0,39.23433333333333,-33.723333333333336,4128.756666666667
2023-05-16 07:18:00+00:00,,,0.0,43.16404944871366,-29.668225860340794,4156.1373204143
2023-05-16 07:19:00+00:00,,,0.0,41.492,-32.913333333333334,4121.924666666667
2023-05-16 07:20:00+00:00,,,0.0,42.47866666666667,-30.391333333333332,4135.092333333333
2023-05-16 07:21:00+00:00,,,0.0,42.49366666666667,-31.502666666666666,4133.422
2023-05-16 07:22:00+00:00,,,0.0,42.42033333333333,-32.331,4135.680666666667
2023-05-16 07:23:00+00:00,,,0.0,42.764,-30.252,4135.136666666666
2023-05-16 07:24:00+00:00,,,0.0,41.27766666666667,-32.977333333333334,4125.129333333333
2023-05-16 07:25:00+00:00,,,0.0,43.482655103402266,-29.596397598398934,4145.549699799866
2023-05-16 07:26:00+00:00,,,0.0,43.64933333333333,-29.77,4121.487666666667
2023-05-16 07:27:00+00:00,,,0.0,40.12733333333333,-31.748333333333335,4140.444666666666
2023-05-16 07:28:00+00:00,,,0.0,42.300666666666665,-29.86,4135.875666666667
2023-05-16 07:29:00+00:00,,,0.0,43.193,-29.234333333333332,4143.020666666666
2023-05-16 07:30:00+00:00,,,0.0,41.122,-32.035,4120.204333333333
2023-05-16 07:31:00+00:00,,,0.0,37.43677010343677,-36.81047714381048,4134.2972972972975
2023-05-16 07:32:00+00:00,,,0.0,36.995,-36.755,4134.282666666667
2023-05-16 07:33:00+00:00,,,0.0,42.166666666666664,-31.083,4142.966
2023-05-16 07:34:00+00:00,,,0.0,40.02466666666667,-32.870666666666665,4124.128
2023-05-16 07:35:00+00:00,,,0.0,42.155,-30.832333333333334,4139.560666666666
2023-05-16 07:36:00+00:00,,,0.0,40.669889963321104,-33.28709569856619,4117.019006335445
2023-05-16 07:37:00+00:00,,,0.0,42.63066666666667,-29.735333333333333,4156.790333333333
2023-05-16 07:38:00+00:00,,,0.0,41.09603201067022,-33.072024008002664,4128.623207735912
2023-05-16 07:39:00+00:00,,,0.0,44.063,-29.770333333333333,4128.652
2023-05-16 07:40:00+00:00,,,0.0,42.444148049349785,-29.84361453817939,4138.4894964988325
2023-05-16 07:41:00+00:00,,,0.0,42.64333333333333,-29.872333333333334,4134.200666666667
2023-05-16 07:42:00+00:00,,,0.0,41.554,-31.551333333333332,4145.496666666667
2023-05-16 07:43:00+00:00,,,0.0,40.56066666666667,-33.812666666666665,4118.292
2023-05-16 07:44:00+00:00,,,0.0,43.71184166387118,-28.957732304595773,4135.670580342167
2023-05-16 07:45:00+00:00,,,0.0,43.60262008733624,-29.425596237823314,4134.074571716493
2023-05-16 07:46:00+00:00,,,0.0,42.755837224816545,-28.838892595063374,4133.1487658438955
2023-05-16 07:47:00+00:00,,,0.0,42.83755837224817,-27.727818545697133,4134.051367578386
2023-05-16 07:48:00+00:00,,,0.0,40.89966666666667,-34.233333333333334,4132.63
2023-05-16 07:49:00+00:00,,,0.0,38.794,-35.013,4132.921333333334
2023-05-16 07:50:00+00:00,,,0.0,42.394,-32.28966666666667,4139.1613333333335
2023-05-16 07:51:00+00:00,,,0.0,43.92333333333333,-28.494333333333334,4134.4766666666665
2023-05-16 07:52:00+00:00,,,0.0,43.657885961987326,-29.64921640546849,4143.196065355119
2023-05-16 07:53:00+00:00,,,0.0,38.994,-34.34466666666667,4123.4276666666665
2023-05-16 07:54:00+00:00,,,0.0,44.34133333333333,-29.836666666666666,4133.577666666667
2023-05-16 07:55:00+00:00,,,0.0,42.65533333333333,-29.676666666666666,4132.526
2023-05-16 07:56:00+00:00,,,0.0,41.653,-31.263666666666666,4134.914666666667
2023-05-16 07:57:00+00:00,,,0.0,42.214,-30.374333333333333,4137.14
2023-05-16 07:58:00+00:00,,,0.0,39.23866666666667,-34.016,4127.480333333333
2023-05-16 07:59:00+00:00,,,0.0,44.647666666666666,-28.565666666666665,4142.282666666667
2023-05-16 08:00:00+00:00,,,0.0,41.783,-31.309333333333335,4135.0616666666665
2023-05-16 08:01:00+00:00,,,0.0,39.87533333333333,-33.63,4133.693666666667
2023-05-16 08:02:00+00:00,,,0.0,39.341,-33.87266666666667,4146.782333333334
2023-05-16 08:03:00+00:00,,,0.0,44.44766666666667,-29.474,4121.613
2023-05-16 08:04:00+00:00,,,0.0,42.659666666666666,-30.439666666666668,4136.381666666667
2023-05-16 08:05:00+00:00,,,0.0,38.71666666666667,-35.061,4128.735
2023-05-16 08:06:00+00:00,,,0.0,38.73457819273091,-35.00900300100033,4128.790930310103
2023-05-16 08:07:00+00:00,,,0.0,44.336,-29.726666666666667,4152.357
2023-05-16 08:08:00+00:00,,,0.0,45.707,-29.896333333333335,4110.3386666666665
2023-05-16 08:09:00+00:00,,,0.0,43.025333333333336,-28.904333333333334,4154.663333333333
2023-05-16 08:10:00+00:00,,,0.0,38.821333333333335,-36.35333333333333,4123.155333333333
2023-05-16 08:11:00+00:00,,,0.0,37.381,-37.489,4133.29
2023-05-16 08:12:00+00:00,,,0.0,38.84766666666667,-35.196,4121.628
2023-05-16 08:13:00+00:00,,,0.0,44.53666666666667,-28.694666666666667,4146.155333333333
